% Model:              CantileverBeam_Success.mph
% Version:            COMSOL 6.1.0.357
% Date:               Jun 14 2024, 21:41
% Dimension:          2
% Nodes:              183
% Expressions:        6
% Description:        Displacement field, Y-component
% Length unit:        m
% Eigenvalues:        [17.688, 111.22, 312.76, 625.77, 1073.1, 1077.4] Hz
% X                       Y                        v2 (m) @ lambda=1        v2 (m) @ lambda=2        v2 (m) @ lambda=3        v2 (m) @ lambda=4        v2 (m) @ lambda=5        v2 (m) @ lambda=6
0.4940541780850697        0.0127                   3.3308181237261384E-7    7.186075877896374E-7     3.921861629809581E-8     -7.696323414328156E-7    1.355239663255996E-7     3.707661486530871E-15
0.49452708904253484       0.0127                   3.33629440378668E-7      7.1842192332994E-7       3.6518022229720924E-8    -7.695224463384726E-7    1.4052685684507152E-7    3.837989487611189E-15
0.495                     0.0127                   3.341773402225518E-7     7.182327072260888E-7     3.381752134663448E-8     -7.693905844938408E-7    1.4552232456297646E-7    3.968144178433751E-15
0.49535659354269657       0.0127                   3.3459065785215727E-7    7.180876813337157E-7     3.178132148580583E-8     -7.692766312204311E-7    1.4928404716606326E-7    4.066169530129907E-15
0.495713187085393         0.0127                   3.350041296084515E-7     7.179406348464481E-7     2.9745212158654344E-8    -7.691501927077865E-7    1.5304130536074095E-7    4.164096223677096E-15
0.4960697806280896        0.0127                   3.354177553051139E-7     7.177915672500301E-7     2.770920951099306E-8     -7.690112712029357E-7    1.5679399443498964E-7    4.261897707113452E-15
0.49642637417078617       0.0127                   3.358315347559114E-7     7.176404780377852E-7     2.5673329691102007E-8    -7.688598692137844E-7    1.6054200983164187E-7    4.359600261478048E-15
0.49678296771348274       0.0127                   3.3624546777465687E-7    7.17487366706834E-7      2.3637588848406706E-8    -7.68695989379739E-7     1.6428524707403903E-7    4.457165316643842E-15
0.49713956125617925       0.0127                   3.3665955417525124E-7    7.173322327618761E-7     2.1602003134457667E-8    -7.685196346009871E-7    1.6802360184794984E-7    4.554625136583605E-15
0.4974961547988759        0.0127                   3.370737937716413E-7     7.171750757114042E-7     1.956658870177749E-8     -7.683308079091608E-7    1.717569699234888E-7     4.651951558342098E-15
